,datetime,code,name,block,block2,block3,pct
320,2018-07-06 09:32:00,002806,华锋股份,高市盈率,新能源汽车,新能源车,0.03
321,2018-07-06 09:32:00,600099,林海股份,高市盈率,新能源汽车,新能源车,0.04
322,2018-07-06 09:32:00,603677,奇精机械,高市盈率,新能源汽车,新能源车,0.04
323,2018-07-06 09:33:00,000595,宝塔实业,上周强势,近期异动,昨高换手,0.07
324,2018-07-06 09:33:00,601330,绿色动力,上周强势,近期异动,昨高换手,0.04
325,2018-07-06 09:33:00,603970,中农立华,上周强势,近期异动,昨高换手,0.04
326,2018-07-06 09:34:00,002633,申科股份,制造业,风险提示,微信小程序,0.03
327,2018-07-06 09:34:00,300269,联建光电,制造业,风险提示,微信小程序,0.03
328,2018-07-06 09:35:00,000757,浩物股份,业绩预升,久不分红,信息技术业,0.04
329,2018-07-06 09:35:00,002232,启明信息,业绩预升,久不分红,信息技术业,0.06
330,2018-07-06 09:35:00,600734,实达集团,业绩预升,久不分红,信息技术业,0.03
331,2018-07-06 09:36:00,300466,赛摩电气,送转超跌,电气设备,江苏,0.06
332,2018-07-06 09:37:00,002836,新宏泽,高市盈率,户数增加,中证央企,0.04
333,2018-07-06 09:37:00,300444,双杰电气,高市盈率,户数增加,中证央企,0.04
334,2018-07-06 09:37:00,600099,林海股份,高市盈率,户数增加,中证央企,0.04
335,2018-07-06 09:38:00,002641,永高股份,制造业,光伏概念,高市盈率,0.04
336,2018-07-06 09:38:00,600099,林海股份,制造业,光伏概念,高市盈率,0.05
337,2018-07-06 09:39:00,002713,东易日盛,高股息股,证金持股,装配式建筑,0.06
338,2018-07-06 09:40:00,000892,欢瑞世纪,上周强势,信息技术业,预计扭亏,0.03
339,2018-07-06 09:40:00,300100,双林股份,上周强势,信息技术业,预计扭亏,0.03
340,2018-07-06 09:40:00,300312,邦讯技术,上周强势,信息技术业,预计扭亏,0.03
341,2018-07-06 09:40:00,603612,DR索通发,上周强势,信息技术业,预计扭亏,0.05
342,2018-07-06 09:41:00,300312,邦讯技术,亏损股,高质押股,定增股,0.05
343,2018-07-06 09:41:00,600889,南京化纤,亏损股,高质押股,定增股,0.04
344,2018-07-06 09:42:00,600792,云煤能源,制造业,被举牌,举牌,0.05
345,2018-07-06 09:42:00,600889,南京化纤,制造业,被举牌,举牌,0.04
346,2018-07-06 09:44:00,300452,山河药辅,高贝塔值,工业4.0,上海其它,0.03
347,2018-07-06 09:44:00,603895,天永智能,高贝塔值,工业4.0,上海其它,0.04
348,2018-07-06 09:45:00,000802,北京文化,深股通,上周强势,高质押股,0.03
349,2018-07-06 09:45:00,300134,大富科技,深股通,上周强势,高质押股,0.05
350,2018-07-06 09:46:00,300686,智动力,高市盈率,保障房,户数减少,0.05
351,2018-07-06 09:46:00,601992,金隅集团,高市盈率,保障房,户数减少,0.03
352,2018-07-06 09:52:00,002642,荣之联,预计扭亏,基因测序,云计算,0.03
353,2018-07-06 09:53:00,000892,欢瑞世纪,风险提示,预计扭亏,重庆,0.04
354,2018-07-06 09:56:00,002606,大连电瓷,送转超跌,近期异动,辽宁,0.03
355,2018-07-06 10:03:00,603970,中农立华,近期异动,活跃股,次新股,0.04
356,2018-07-06 10:10:00,000014,沙河股份,粤港澳概念,粤港澳,深圳国资改革,0.03
357,2018-07-06 10:11:00,002104,恒宝股份,物联网,雄安新区,小盘股,0.03
358,2018-07-06 10:11:00,300275,梅安森,物联网,雄安新区,小盘股,0.06
359,2018-07-06 10:14:00,002112,三变科技,小盘股,亏损股,高管减持,0.05
360,2018-07-06 10:14:00,002760,凤形股份,小盘股,亏损股,高管减持,0.04
361,2018-07-06 10:18:00,600520,文一科技,集成电路,被举牌,芯片,0.04
362,2018-07-06 10:22:00,300290,荣科科技,高质押股,重组预案,近期异动,0.05
363,2018-07-06 10:31:00,600203,福日电子,通信设备,超导,节能照明,0.03
364,2018-07-06 10:35:00,603520,司太立,重组预案,生物医药,浙江,0.04
365,2018-07-06 10:36:00,002930,宏川智慧,粤港澳,物流,深次新股,0.03
366,2018-07-06 10:40:00,000555,神州信息,量子通信,计算机指,计算机应用,0.04
367,2018-07-06 10:41:00,300540,深冷股份,近期异动,股权激励,昨高换手,0.04
368,2018-07-06 10:50:00,300125,易世达,预计扭亏,连续亏损,辽宁,0.05
369,2018-07-06 10:52:00,300125,易世达,预计扭亏,连续亏损,辽宁,0.04
370,2018-07-06 10:55:00,300125,易世达,预计扭亏,连续亏损,辽宁,0.04
371,2018-07-06 11:12:00,300381,溢多利,送转超跌,近期新低,生物医药,0.07
372,2018-07-06 11:14:00,002800,天顺股份,物流,新疆,小盘股,0.06
373,2018-07-06 11:18:00,600818,中路股份,高市盈率,风能,风电,0.04
374,2018-07-06 11:21:00,300598,诚迈科技,近期异动,计算机应用,芯片概念,0.03
375,2018-07-06 11:24:00,300738,奥飞数据,计算机应用,网络安全,深次新股,0.04
376,2018-07-06 11:25:00,603138,海量数据,高市净率,计算机应用,股权激励,0.03
377,2018-07-06 11:29:00,300656,民德电子,重组预案,芯片概念,电子支付,0.05
378,2018-07-06 11:30:00,300509,新美星,送转潜力,近期异动,电气设备,0.06
379,2018-07-06 11:30:00,603897,长城科技,送转潜力,近期异动,电气设备,0.03
380,2018-07-06 13:01:00,600084,中葡股份,饮料制造,锂电池,连续亏损,0.03
381,2018-07-06 13:04:00,002231,奥维通信,高质押股,预计扭亏,通信设备,0.03
382,2018-07-06 13:05:00,000802,北京文化,高市盈率,近期异动,社会服务业,0.03
383,2018-07-06 13:06:00,300426,唐德影视,送转超跌,浙江,文化传媒,0.04
384,2018-07-06 13:14:00,002606,大连电瓷,业绩预降,近期异动,股权激励,0.04
385,2018-07-06 13:14:00,300686,智动力,业绩预降,近期异动,股权激励,0.03
386,2018-07-06 13:16:00,300473,德尔股份,送转潜力,辽宁,汽车零部件,0.04
387,2018-07-06 13:20:00,002586,围海股份,高质押股,雄安新区,近期新低,0.03
388,2018-07-06 13:21:00,300036,超图软件,近期新高,国证成长,云计算,0.04
389,2018-07-06 13:25:00,002175,东方网络,高质押股,预计扭亏,IP变现,0.04
390,2018-07-06 13:25:00,002231,奥维通信,高质押股,预计扭亏,IP变现,0.04
391,2018-07-06 13:28:00,002231,奥维通信,高质押股,预计扭亏,通信设备,0.03
392,2018-07-06 13:30:00,600736,苏州高新,金改,股份回购,白马股,0.05
393,2018-07-06 13:31:00,000791,甘肃电投,预计扭亏,破净资产,电力、煤气及水的生产和供应业,0.04
394,2018-07-06 13:33:00,000791,甘肃电投,预计扭亏,破净资产,电力、煤气及水的生产和供应业,0.04
395,2018-07-06 13:38:00,300290,荣科科技,高质押股,重组预案,近期异动,0.04
396,2018-07-06 13:40:00,000971,高升控股,重组股,通信设备,湖北,0.04
397,2018-07-06 13:44:00,002755,东方新星,雄安新区,重组预案,股权分散,0.05
398,2018-07-06 13:45:00,300100,双林股份,高管减持,股权转让,独角兽,0.03
399,2018-07-06 13:46:00,300461,田中精机,高市净率,浙江,智能机器,0.04
400,2018-07-06 13:53:00,002500,山西证券,金融、保险业,近期新低,MSCI成份,0.04
401,2018-07-06 13:59:00,002278,神开股份,页岩气,被举牌,昨日振荡,0.03
402,2018-07-06 14:00:00,000633,合金投资,高市净率,股权转让,综合类,0.06
403,2018-07-06 14:01:00,002774,快意电梯,专用设备,高质押股,高贝塔值,0.04
404,2018-07-06 14:01:00,603356,华菱精工,专用设备,高质押股,高贝塔值,0.05
405,2018-07-06 14:03:00,002742,三圣股份,重庆,送转超跌,职业教育,0.04
406,2018-07-06 14:06:00,002300,太阳电缆,超导概念,福建,电气设备,0.04
407,2018-07-06 14:15:00,002006,精功科技,蓝宝石,碳纤维,浙江,0.03
408,2018-07-06 14:22:00,002504,弘高创意,送转超跌,虚拟现实,电子信息,0.03
409,2018-07-06 14:31:00,300175,朗源股份,黄河三角,近期新低,股权转让,0.07
410,2018-07-06 14:35:00,002041,登海种业,黄河三角,证金持股,融资融券标的,0.04
411,2018-07-06 14:36:00,002772,众兴菌业,腾讯济安,种植业与林业,甘肃,0.04
412,2018-07-06 14:59:00,600643,爱建集团,高管增持,长三角,上海自贸区,0.04
413,2018-07-09 09:31:00,002056,横店东磁,制造业,浙江,上周弱势,0.03
414,2018-07-09 09:31:00,002711,欧浦智网,制造业,浙江,上周弱势,0.1
415,2018-07-09 09:31:00,002872,天圣制药,制造业,浙江,上周弱势,0.04
416,2018-07-09 09:31:00,300130,新国都,制造业,浙江,上周弱势,0.09
417,2018-07-09 09:31:00,300317,珈伟股份,制造业,浙江,上周弱势,0.04
418,2018-07-09 09:31:00,300389,艾比森,制造业,浙江,上周弱势,0.03
419,2018-07-09 09:31:00,300445,康斯特,制造业,浙江,上周弱势,0.04
420,2018-07-09 09:31:00,300629,新劲刚,制造业,浙江,上周弱势,0.04
421,2018-07-09 09:31:00,300743,天地数码,制造业,浙江,上周弱势,0.03
422,2018-07-09 09:31:00,600241,时代万恒,制造业,浙江,上周弱势,0.03
423,2018-07-09 09:31:00,600806,退市昆机,制造业,浙江,上周弱势,0.04
424,2018-07-09 09:31:00,601669,中国电建,制造业,浙江,上周弱势,0.04
425,2018-07-09 09:31:00,601882,海天精工,制造业,浙江,上周弱势,0.04
426,2018-07-09 09:31:00,603105,芯能科技,制造业,浙江,上周弱势,0.2
427,2018-07-09 09:31:00,603456,九洲药业,制造业,浙江,上周弱势,0.04
428,2018-07-09 09:31:00,603778,乾景园林,制造业,浙江,上周弱势,0.04
429,2018-07-09 09:31:00,603895,天永智能,制造业,浙江,上周弱势,0.04
430,2018-07-09 09:32:00,600203,福日电子,通信设备,超导,节能照明,0.06
431,2018-07-09 09:33:00,002855,捷荣技术,两年新股,已高送转,广东其它,0.06
432,2018-07-09 09:33:00,300425,环能科技,两年新股,已高送转,广东其它,0.05
433,2018-07-09 09:33:00,300629,新劲刚,两年新股,已高送转,广东其它,0.05
434,2018-07-09 09:33:00,600203,福日电子,两年新股,已高送转,广东其它,0.04
435,2018-07-09 09:34:00,002927,泰永长征,送转潜力,贵州,电气设备,0.04
436,2018-07-09 09:35:00,002356,赫美集团,高送转,微利股,互联网+,0.04
437,2018-07-09 09:36:00,603421,鼎信通讯,陆股通买,通信设备,近期异动,0.05
438,2018-07-09 09:37:00,002346,柘中股份,制造业,高市盈率,预计扭亏,0.08
439,2018-07-09 09:37:00,002575,群兴玩具,制造业,高市盈率,预计扭亏,0.03
440,2018-07-09 09:40:00,002553,南方轴承,高贝塔值,食品安全,业绩预升,0.05
441,2018-07-09 09:40:00,300469,信息发展,高贝塔值,食品安全,业绩预升,0.03
442,2018-07-09 09:42:00,002802,洪汇新材,近期异动,股份回购,江苏,0.07
443,2018-07-09 09:44:00,002866,传艺科技,高送转,重组预案,近期异动,0.03
444,2018-07-09 09:46:00,603486,科沃斯,高市净率,近期异动,次新股,0.04
445,2018-07-09 09:48:00,002356,赫美集团,高送转,微利股,互联网+,0.04
446,2018-07-09 09:49:00,300084,海默科技,页岩气,采掘业,甘肃,0.04
447,2018-07-09 10:00:00,600638,新黄浦,被举牌,期货概念,房地产开发,0.03
448,2018-07-09 10:05:00,603963,大理药业,高贝塔值,近期异动,次新股,0.05
449,2018-07-09 10:07:00,000908,景峰医药,参股金融,小盘股,民营医院,0.05
450,2018-07-09 10:07:00,002629,仁智股份,参股金融,小盘股,民营医院,0.04
451,2018-07-09 10:07:00,002907,华森制药,参股金融,小盘股,民营医院,0.04
452,2018-07-09 10:11:00,002777,久远银海,送转潜力,计算机应用,智慧城市,0.04
453,2018-07-09 10:18:00,300279,和晶科技,阿里巴巴概念,送转超跌,腾讯概念,0.04
454,2018-07-09 10:27:00,600520,文一科技,集成电路,被举牌,芯片,0.03
455,2018-07-09 10:29:00,600520,文一科技,集成电路,被举牌,芯片,0.06
456,2018-07-09 10:45:00,300283,温州宏丰,高质押股,证金持股,电气设备,0.03
457,2018-07-09 10:46:00,300444,双杰电气,锂电池,配股股,近期异动,0.04
458,2018-07-09 10:47:00,002921,联诚精密,通用设备,送转潜力,近期异动,0.03
459,2018-07-09 11:02:00,300731,科创新源,深次新股,深圳,活跃股,0.03
460,2018-07-09 11:07:00,000510,金路集团,被举牌,职业教育,石墨烯,0.05
461,2018-07-09 11:09:00,000791,甘肃电投,预计扭亏,破净资产,电力、煤气及水的生产和供应业,0.04
462,2018-07-09 11:11:00,600532,宏达矿业,采掘业,连续亏损,近期新低,0.11
463,2018-07-09 11:20:00,300117,嘉寓股份,雄安新区,锂电池,装饰园林,0.05
464,2018-07-09 11:29:00,300545,联得装备,深圳,户数增加,已高送转,0.03
465,2018-07-09 13:01:00,000153,丰原药业,金改,皖江区域,生物医药,0.04
466,2018-07-09 13:10:00,300656,民德电子,重组预案,芯片概念,电子支付,0.05
467,2018-07-09 13:12:00,300391,康跃科技,高铁,高端装备,通用设备,0.03
468,2018-07-09 13:22:00,300707,威唐工业,高贝塔值,近期异动,白马股,0.03
469,2018-07-09 13:26:00,300540,深冷股份,近期异动,股权激励,昨高换手,0.03
470,2018-07-09 13:28:00,002238,天威视讯,重组股,通信服务,虚拟现实,0.07
471,2018-07-09 13:31:00,000048,*ST康达,预计扭亏,被举牌,猪肉,0.04
472,2018-07-09 14:23:00,000548,湖南投资,长株潭,社会服务业,湖南,0.04
473,2018-07-09 14:40:00,603886,元祖股份,食品加工制造,两年新股,上海其它,0.03
474,2018-07-10 09:31:00,000566,海南海药,制造业,深股通,重组预案,0.04
475,2018-07-10 09:31:00,002301,齐心集团,制造业,深股通,重组预案,0.06
476,2018-07-10 09:31:00,002547,春兴精工,制造业,深股通,重组预案,0.03
477,2018-07-10 09:31:00,002740,爱迪尔,制造业,深股通,重组预案,0.09
478,2018-07-10 09:31:00,002932,明德生物,制造业,深股通,重组预案,0.2
479,2018-07-10 09:31:00,300221,银禧科技,制造业,深股通,重组预案,0.03
480,2018-07-10 09:31:00,300390,天华超净,制造业,深股通,重组预案,0.05
481,2018-07-10 09:31:00,300648,星云股份,制造业,深股通,重组预案,0.05
482,2018-07-10 09:31:00,600173,卧龙地产,制造业,深股通,重组预案,0.06
483,2018-07-10 09:31:00,603388,元成股份,制造业,深股通,重组预案,0.05
484,2018-07-10 09:31:00,603602,纵横通信,制造业,深股通,重组预案,0.04
485,2018-07-10 09:32:00,300087,荃银高科,雄安新区,安徽,举牌,0.03
486,2018-07-10 09:32:00,300371,汇中股份,雄安新区,安徽,举牌,0.04
487,2018-07-10 09:33:00,300249,依米康,节能环保,节能,脱硫脱硝,0.03
488,2018-07-10 09:34:00,300490,华自科技,锂电池,股权激励,电气设备,0.04
489,2018-07-10 09:35:00,300490,华自科技,军工,锂电池,配股预案,0.03
490,2018-07-10 09:35:00,600459,贵研铂业,军工,锂电池,配股预案,0.04
491,2018-07-10 09:36:00,000791,甘肃电投,预计扭亏,破净资产,电力、煤气及水的生产和供应业,0.04
492,2018-07-10 09:37:00,300249,依米康,节能环保,节能,脱硫脱硝,0.04
493,2018-07-10 09:38:00,000022,深赤湾Ａ,高质押股,高股息股,中证央企,0.03
494,2018-07-10 09:38:00,002435,长江润发,高质押股,高股息股,中证央企,0.03
495,2018-07-10 09:39:00,300389,艾比森,制造业,黄河三角,最近复牌,0.03
496,2018-07-10 09:39:00,600784,鲁银投资,制造业,黄河三角,最近复牌,0.04
497,2018-07-10 09:40:00,603683,晶华新材,近期异动,活跃股,次新股,0.04
498,2018-07-10 09:41:00,002356,赫美集团,高送转,近期异动,昨日涨停,0.05
499,2018-07-10 09:41:00,002866,传艺科技,高送转,近期异动,昨日涨停,0.03
500,2018-07-10 09:41:00,603348,文灿股份,高送转,近期异动,昨日涨停,0.04
501,2018-07-10 09:42:00,603683,晶华新材,近期异动,活跃股,次新股,0.03
502,2018-07-10 09:43:00,002260,*ST德奥,近期新低,近期异动,昨高换手,0.05
503,2018-07-10 09:43:00,002681,奋达科技,近期新低,近期异动,昨高换手,0.04
504,2018-07-10 09:43:00,300715,凯伦股份,近期新低,近期异动,昨高换手,0.04
505,2018-07-10 09:43:00,300742,越博动力,近期新低,近期异动,昨高换手,0.03
506,2018-07-10 09:44:00,002866,传艺科技,高送转,重组预案,近期异动,0.04
507,2018-07-10 09:47:00,603602,纵横通信,通信设备,近期异动,浙江,0.03
508,2018-07-10 09:48:00,600133,东湖高新,重组预案,脱硫脱硝,业绩预降,0.03
509,2018-07-10 09:50:00,000777,中核科技,页岩气,金改,通用设备,0.04
510,2018-07-10 09:54:00,600139,西部资源,高贝塔值,文化传媒,体育概念,0.05
511,2018-07-10 09:57:00,002307,北新路桥,证金持股,新三板,一带一路,0.03
512,2018-07-10 09:59:00,601020,华钰矿业,资源优势,西藏,沪股通,0.03
513,2018-07-10 10:02:00,002824,和胜股份,两年新股,高贝塔值,通用设备,0.04
514,2018-07-10 10:02:00,002877,智能自控,两年新股,高贝塔值,通用设备,0.04
515,2018-07-10 10:04:00,002888,惠威科技,高贝塔值,昨日涨停,信息技术业,0.03
516,2018-07-10 10:04:00,300076,GQY视讯,高贝塔值,昨日涨停,信息技术业,0.03
517,2018-07-10 10:06:00,300665,飞鹿股份,高铁,高送转,铁路基建,0.03
518,2018-07-10 10:08:00,300665,飞鹿股份,高铁,高送转,铁路基建,0.05
519,2018-07-10 10:10:00,300384,三联虹普,高送转,高端装备,预高送转,0.04
520,2018-07-10 10:13:00,300310,宜通世纪,高铁,高端装备,央企改革,0.03
521,2018-07-10 10:13:00,600495,晋西车轴,高铁,高端装备,央企改革,0.03
522,2018-07-10 10:16:00,002655,共达电声,黄河三角,连续亏损,近期新低,0.04
523,2018-07-10 10:18:00,300256,星星科技,虚拟现实,苹果概念,电子制造,0.06
524,2018-07-10 10:19:00,300478,杭州高新,浙江,核电,已高送转,0.05
525,2018-07-10 10:23:00,300093,金刚玻璃,高市盈率,虚拟现实,移动互联网,0.05
526,2018-07-10 10:26:00,300177,中海达,近期新高,无人驾驶,O2O概念,0.03
527,2018-07-10 10:36:00,002356,赫美集团,高送转,微利股,互联网+,0.04
528,2018-07-10 10:40:00,000790,泰合健康,近期异动,融资融券标的,融资融券,0.03
529,2018-07-10 10:45:00,002438,江苏神通,通用设备,节能环保,股权转让,0.04
530,2018-07-10 10:51:00,300677,英科医疗,高贝塔值,近期异动,深次新股,0.04
531,2018-07-10 10:53:00,000677,恒天海龙,黄河三角,高市净率,石墨烯,0.04
532,2018-07-10 11:01:00,300206,理邦仪器,深圳,智能医疗,员工持股,0.06
533,2018-07-10 11:15:00,601330,绿色动力,高市净率,近期异动,节能环保,0.06
534,2018-07-10 11:18:00,601330,绿色动力,高市净率,近期异动,节能环保,0.03
535,2018-07-10 13:01:00,000531,穗恒运Ａ,通达信88,近期新低,融资融券标的,0.03
536,2018-07-10 13:11:00,002872,天圣制药,预高送转,重组预案,重庆,0.03
537,2018-07-10 13:12:00,002758,华通医药,送转超跌,浙江,昨曾涨停,0.06
538,2018-07-10 13:16:00,002750,龙津药业,昨曾涨停,昨日振荡,云南,0.03
539,2018-07-10 13:19:00,002701,奥瑞金,足球概念,国证价值,体育概念,0.03
540,2018-07-10 13:20:00,300411,金盾股份,高送转,高质押股,高端装备,0.03
541,2018-07-10 13:21:00,002701,奥瑞金,足球概念,国证价值,体育概念,0.04
542,2018-07-10 13:33:00,300612,宣亚国际,高市盈率,高市净率,移动互联网,0.03
543,2018-07-10 13:36:00,300612,宣亚国际,高市盈率,高市净率,移动互联网,0.04
544,2018-07-10 13:48:00,300718,长盛轴承,通用设备,特斯拉,深次新股,0.03
545,2018-07-10 13:55:00,603598,引力传媒,重组预案,网络游戏,本月解禁,0.03
546,2018-07-10 14:55:00,603309,维力医疗,重组预案,近期新低,昨日涨停,0.04
547,2018-07-10 14:57:00,300417,南华仪器,节能环保,昨日较强,广东其它,0.06
548,2018-07-11 09:31:00,000670,盈方微,制造业,高市净率,江苏,0.04
549,2018-07-11 09:31:00,002192,融捷股份,制造业,高市净率,江苏,0.06
550,2018-07-11 09:31:00,002510,天汽模,制造业,高市净率,江苏,0.05
551,2018-07-11 09:31:00,300390,天华超净,制造业,高市净率,江苏,0.05
552,2018-07-11 09:31:00,300427,红相股份,制造业,高市净率,江苏,0.06
553,2018-07-11 09:31:00,300572,安车检测,制造业,高市净率,江苏,0.06
554,2018-07-11 09:31:00,300709,精研科技,制造业,高市净率,江苏,0.05
555,2018-07-11 09:31:00,600167,联美控股,制造业,高市净率,江苏,0.03
556,2018-07-11 09:31:00,600250,南纺股份,制造业,高市净率,江苏,0.08
557,2018-07-11 09:31:00,600784,鲁银投资,制造业,高市净率,江苏,0.03
558,2018-07-11 09:31:00,603030,全筑股份,制造业,高市净率,江苏,0.03
559,2018-07-11 09:32:00,300707,威唐工业,两年新股,昨高换手,定增预案,0.05
560,2018-07-11 09:32:00,603305,旭升股份,两年新股,昨高换手,定增预案,0.04
561,2018-07-11 09:32:00,603690,至纯科技,两年新股,昨高换手,定增预案,0.03
562,2018-07-11 09:32:00,603843,正平股份,两年新股,昨高换手,定增预案,0.03
563,2018-07-11 09:33:00,000153,丰原药业,制造业,次新股,昨日涨停,0.03
564,2018-07-11 09:33:00,002302,西部建设,制造业,次新股,昨日涨停,0.03
565,2018-07-11 09:33:00,300656,民德电子,制造业,次新股,昨日涨停,0.04
566,2018-07-11 09:33:00,603650,彤程新材,制造业,次新股,昨日涨停,0.04
567,2018-07-11 09:33:00,603963,大理药业,制造业,次新股,昨日涨停,0.03
568,2018-07-11 09:35:00,300677,英科医疗,高贝塔值,近期异动,深次新股,0.04
569,2018-07-11 09:38:00,000035,中国天楹,高质押股,重组预案,近期新低,0.03
570,2018-07-11 09:39:00,002150,通润装备,江苏,通用设备,近期异动,0.04
571,2018-07-11 09:39:00,300742,越博动力,江苏,通用设备,近期异动,0.03
572,2018-07-11 09:40:00,300478,杭州高新,浙江,次新股,次新开板,0.03
573,2018-07-11 09:40:00,603650,彤程新材,浙江,次新股,次新开板,0.03
574,2018-07-11 09:41:00,000670,盈方微,高市净率,智能穿戴,久不分红,0.03
575,2018-07-11 09:41:00,002823,凯中精密,高市净率,智能穿戴,久不分红,0.03
576,2018-07-11 09:43:00,300686,智动力,高市盈率,近期新高,个人持股,0.03
577,2018-07-11 09:45:00,300715,凯伦股份,近期异动,聚氨酯,深次新股,0.04
578,2018-07-11 09:46:00,000586,汇源通信,高市净率,通信设备,被举牌,0.03
579,2018-07-11 09:47:00,002743,富煌钢构,高市盈率,高市净率,PPP模式,0.05
580,2018-07-11 09:47:00,603045,福达合金,高市盈率,高市净率,PPP模式,0.03
581,2018-07-11 09:53:00,002806,华锋股份,高贝塔值,昨日连板,上海其它,0.04
582,2018-07-11 09:53:00,603895,天永智能,高贝塔值,昨日连板,上海其它,0.03
583,2018-07-11 09:56:00,002350,北京科锐,雄安新区,配股股,送转超跌,0.06
584,2018-07-11 09:57:00,002711,欧浦智网,高质押股,参股新三板,业绩预升,0.04
585,2018-07-11 10:03:00,300344,太空智造,高质押股,预计扭亏,雄安新区,0.03
586,2018-07-11 10:04:00,300278,华昌达,高质押股,重组预案,创业300,0.03
587,2018-07-11 10:04:00,603520,司太立,高质押股,重组预案,创业300,0.04
588,2018-07-11 10:07:00,601990,南京证券,近期异动,证券,江苏,0.05
589,2018-07-11 10:15:00,000892,欢瑞世纪,风险提示,预计扭亏,重庆,0.05
590,2018-07-11 10:19:00,603876,鼎胜新材,锂电池,江苏,次新股,0.04
591,2018-07-11 10:21:00,002076,雪 莱 特,锂电池,新能源汽车,低碳经济,0.04
592,2018-07-11 10:30:00,300746,汉嘉设计,高市净率,近期异动,浙江,0.03
593,2018-07-11 10:32:00,300746,汉嘉设计,高市净率,近期异动,浙江,0.04
594,2018-07-11 10:36:00,600405,动力源,锂电池,节能,能源互联,0.04
595,2018-07-11 10:37:00,601010,文峰股份,零售,近期新低,江苏,0.04
596,2018-07-11 10:53:00,603289,泰瑞机器,高贝塔值,浙江,次新股,0.04
597,2018-07-11 11:10:00,300132,青松股份,被举牌,股权转让,福建,0.03
598,2018-07-11 11:21:00,002136,安 纳 达,锂电池,钛金属,钛白粉,0.04
599,2018-07-11 13:01:00,300375,鹏翎股份,高铁,重组预案,近期新低,0.04
600,2018-07-11 13:08:00,000897,津滨发展,雄安新区,近期新低,不活跃股,0.05
601,2018-07-11 13:17:00,002806,华锋股份,高市盈率,高市净率,久不分红,0.03
602,2018-07-11 13:17:00,600847,万里股份,高市盈率,高市净率,久不分红,0.04
603,2018-07-11 13:32:00,000890,法 尔 胜,通用设备,近期新低,超导概念,0.05
604,2018-07-11 13:47:00,300686,智动力,高市盈率,近期新高,个人持股,0.06
605,2018-07-11 13:48:00,002734,利民股份,雄安新区,江苏,本月解禁,0.03
606,2018-07-11 13:53:00,000608,阳光股份,采掘业,连续亏损,上周弱势,0.05
607,2018-07-11 13:53:00,600532,宏达矿业,采掘业,连续亏损,上周弱势,0.04
608,2018-07-11 13:55:00,300411,金盾股份,高送转,高质押股,高端装备,0.03
609,2018-07-11 14:20:00,002776,柏堡龙,高质押股,预高送转,虚拟现实,0.04
610,2018-07-11 14:25:00,300705,九典制药,高贝塔值,近期异动,湖南,0.06
611,2018-07-11 14:26:00,002864,盘龙药业,陕西,送转潜力,近期异动,0.04
612,2018-07-11 14:27:00,002864,盘龙药业,陕西,送转潜力,近期异动,0.03
613,2018-07-11 14:33:00,600769,祥龙电业,高市盈率,高市净率,综合,0.05
614,2018-07-11 14:34:00,002671,龙泉股份,黄河三角,预计扭亏,破净资产,0.04
615,2018-07-11 14:35:00,300139,晓程科技,黄金,集成电路,近期异动,0.04
616,2018-07-11 14:38:00,000419,通程控股,零售,长株潭,金融改革,0.06
617,2018-07-11 14:46:00,002301,齐心集团,重组预案,近期新低,股份回购,0.03
618,2018-07-11 14:51:00,002291,星期六,高质押股,虚拟现实,网络游戏,0.04
619,2018-07-11 14:53:00,000863,三湘印象,高质押股,马云概念,租购同权,0.04
620,2018-07-11 14:58:00,600432,退市吉恩,锂电池,稀缺资源,新材料概念,0.04
621,2018-07-11 14:59:00,600243,青海华鼎,青海,通用设备,股权转让,0.04
